Nome,imagem,CodigoRgb,NomesCor,tipo
BalcÃ£o de Cozinha com Tampo New 2 PT 1 GV Tannat e Branco,https://static.mobly.com.br/p/BATROL-BalcC3A3o-de-Cozinha-com-Tampo-New-2-PT-1-GV-Tannat-e-Branco-4941-7290211-1-cart.jpg,"[[252, 252, 252], [75, 59, 48], [178, 175, 173], [141, 139, 137], [222, 220, 220]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Paneleiro Duplo Forno Firenze 4 PT Avena,https://static.mobly.com.br/p/DemC3B3bile-Paneleiro-Duplo-Forno-Firenze-4-PT-Avena-2746-4442001-1-cart.jpg,"[[210, 198, 186], [191, 167, 146], [53, 48, 43], [254, 254, 253], [129, 115, 103]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Paneleiro
ArmÃ¡rio AÃ©reo Napoli Prime 1 PT Castanho e Branco,https://static.mobly.com.br/p/Ronipa-ArmC3A1rio-AC3A9reo-Napoli-Prime-1-PT-Castanho-e-Branco-1015-220667-1-cart.jpg,"[[254, 254, 253], [123, 100, 82], [57, 38, 23], [214, 214, 214], [169, 150, 135]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Fruteira Curitiba 1 GV Branca,https://static.mobly.com.br/p/Arte-MC3B3veis-Fruteira-Curitiba-1-GV-Branca-4700-3951301-1-cart.jpg,"[[254, 254, 254], [161, 161, 161], [216, 216, 216], [134, 134, 134], [185, 185, 185]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo Botanic com Tela 2 PT Nogueira 80 cm,https://static.mobly.com.br/p/Kappesberg-ArmC3A1rio-AC3A9reo-Botanic-com-Tela-2-PT-Nogueira-80-cm-3861-927599-1-cart.jpg,"[[177, 162, 137], [254, 254, 253], [135, 111, 80], [133, 124, 116], [220, 210, 195]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio de Cozinha Simple 1 PT Branco,https://static.mobly.com.br/p/Mobly-ArmC3A1rio-de-Cozinha-Simple-1-PT-Branco-3344-164699-1-cart.jpg,"[[254, 254, 254], [226, 226, 226], [214, 214, 214], [242, 242, 242], [222, 222, 222]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Paneleiro Nox 2 PT Ãnix e Steel,https://static.mobly.com.br/p/Kappesberg-Paneleiro-Nox-2-PT-C394nix-e-Steel-1505-276119-1-cart.jpg,"[[254, 254, 254], [65, 62, 56], [212, 211, 212], [124, 122, 117], [190, 188, 187]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Paneleiro
BalcÃ£o de Cozinha Cheff Master com Tampo 2 PT Tannah e Branco,https://static.mobly.com.br/p/BATROL-BalcC3A3o-de-Cozinha-Cheff-Master-com-Tampo-2-PT--Tannah-e-Branco-5391-243016-1-cart.jpg,"[[254, 254, 254], [155, 151, 148], [110, 90, 76], [224, 224, 224], [197, 196, 196]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Paneleiro Napoli Prime 4 PT Castanho e Chumbo,https://static.mobly.com.br/p/Ronipa-Paneleiro-Napoli-Prime-4-PT-Castanho-e-Chumbo-4385-757489-1-cart.jpg,"[[254, 254, 254], [114, 108, 105], [135, 133, 133], [238, 235, 230], [181, 181, 180]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Paneleiro
ArmÃ¡rio AÃ©reo Max 1 PT Branco,https://static.mobly.com.br/p/Arte-MC3B3veis-ArmC3A1rio-AC3A9reo-Max-1-PT-Branco-2916-4558411-1-cart.jpg,"[[229, 232, 237], [136, 130, 133], [254, 254, 254], [59, 65, 78], [189, 191, 199]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo Max 1 PT Branco e Preto,https://static.mobly.com.br/p/Arte-MC3B3veis-ArmC3A1rio-AC3A9reo-Max-1-PT-Branco-e-Preto-2910-5558411-1-cart.jpg,"[[253, 253, 253], [3, 2, 3], [157, 136, 124], [184, 178, 175], [110, 81, 63]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
BalcÃ£o para Micro-Ondas com Fruteira Adriana 1 PT Branco,https://static.mobly.com.br/p/Genial-Flex-BalcC3A3o-para-Micro-Ondas-com-Fruteira-Adriana-1-PT-Branco-5161-235506-1-cart.jpg,"[[254, 254, 254], [217, 217, 217], [236, 236, 236], [227, 227, 227], [205, 205, 205]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo Max 1 PT FreijÃ³ e Branco,https://static.mobly.com.br/p/Arte-MC3B3veis-ArmC3A1rio-AC3A9reo-Max-1-PT-FreijC3B3-e-Branco-2897-7558411-1-cart.jpg,"[[202, 202, 210], [41, 17, 8], [254, 254, 253], [135, 113, 100], [93, 55, 32]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Paneleiro Chardonnay 4 PT Castanho e Chumbo,https://static.mobly.com.br/p/Ronipa-Paneleiro-Chardonnay-4-PT-Castanho-e-Chumbo-9647-6079301-1-cart.jpg,"[[254, 254, 254], [127, 98, 73], [69, 45, 25], [199, 191, 181], [78, 74, 71]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Paneleiro
ArmÃ¡rio AÃ©reo Max 1 PT FreijÃ³ e Grafite,https://static.mobly.com.br/p/Arte-MC3B3veis-ArmC3A1rio-AC3A9reo-Max-1-PT-FreijC3B3-e-Grafite-2891-8558411-1-cart.jpg,"[[254, 254, 253], [31, 26, 25], [188, 172, 157], [117, 98, 85], [85, 50, 29]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
BalcÃ£o de Cozinha com Tampo Evidence 1 PT Branco 40 cm,https://static.mobly.com.br/p/Poliman-BalcC3A3o-de-Cozinha-com-Tampo-Evidence-1-PT-Branco-40-cm-5532-9379401-1-cart.jpg,"[[111, 111, 111], [254, 254, 254], [231, 231, 231], [41, 41, 41], [183, 183, 183]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo Max 1 PT Preto,https://static.mobly.com.br/p/Arte-MC3B3veis-ArmC3A1rio-AC3A9reo-Max-1-PT-Preto-2885-9558411-1-cart.jpg,"[[90, 86, 84], [254, 254, 253], [12, 9, 8], [42, 42, 41], [147, 145, 144]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Cozinha Compacta Vini 2 PT Preta,https://static.mobly.com.br/p/Patrimar-Cozinha-Compacta-Vini-2-PT-Preta-3315-130866-1-cart.jpg,"[[32, 30, 30], [194, 194, 191], [91, 90, 85], [226, 226, 224], [141, 139, 133]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Conjunto Cozinha
Fruteira ParanÃ¡ com Cestos 1 PT Branca,https://static.mobly.com.br/p/Arte-MC3B3veis-Fruteira-ParanC3A1-com-Cestos-1-PT-Branca-2880-0658411-1-cart.jpg,"[[137, 136, 135], [254, 254, 254], [186, 186, 186], [68, 64, 58], [208, 208, 207]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Fruteira ParanÃ¡ com Cestos 1 PT Branca e Preta,https://static.mobly.com.br/p/Arte-MC3B3veis-Fruteira-ParanC3A1-com-Cestos-1-PT-Branca-e-Preta-2872-1658411-1-cart.jpg,"[[254, 254, 254], [130, 130, 130], [187, 187, 187], [57, 57, 57], [208, 208, 208]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Paneleiro Napoli Prime 4 PT Castanho e Branco,https://static.mobly.com.br/p/Ronipa-Paneleiro-Napoli-Prime-4-PT-Castanho-e-Branco-0352-217637-1-cart.jpg,"[[254, 254, 254], [160, 148, 136], [215, 216, 215], [194, 188, 181], [119, 100, 85]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Paneleiro
Fruteira ParanÃ¡ com Cestos 1 PT IpÃª e Off White,https://static.mobly.com.br/p/Arte-MC3B3veis-Fruteira-ParanC3A1-com-Cestos-1-PT-IpC3AA-e-Off-White-2866-2658411-1-cart.jpg,"[[254, 254, 253], [81, 61, 39], [211, 204, 195], [25, 16, 9], [141, 135, 126]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo Iluminata 2 PT Branco 80 cm,https://static.mobly.com.br/p/GENIALFLEX-ArmC3A1rio-AC3A9reo-Iluminata-2-PT-Branco-80-cm-0338-1469301-1-cart.jpg,"[[254, 254, 253], [213, 204, 197], [181, 160, 143], [144, 115, 92], [228, 227, 225]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
BalcÃ£o de Cozinha com Tampo Omega 2 PT 1 GV FreijÃ³ e Grafite,https://static.mobly.com.br/p/Arte-MC3B3veis-BalcC3A3o-de-Cozinha-com-Tampo-Omega-2-PT-1-GV-FreijC3B3-e-Grafite-2842-6658411-1-cart.jpg,"[[253, 253, 252], [28, 27, 32], [143, 113, 84], [189, 180, 173], [98, 68, 34]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
BalcÃ£o de Cozinha Evidence 2 PT Branco,https://static.mobly.com.br/p/Poliman-BalcC3A3o-de-Cozinha-Evidence-2-PT-Branco-2474-109429-1-cart.jpg,"[[223, 222, 219], [254, 253, 253], [188, 166, 156], [129, 129, 126], [239, 111, 69]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Bancada SiriÃº Retangular FreijÃ³ e Preta,https://static.mobly.com.br/p/Crome-Bancada-SiriC3BA-Retangular-FreijC3B3-e-Preta-4794-000728-1-cart.jpg,"[[254, 254, 253], [150, 127, 97], [70, 66, 60], [215, 211, 206], [169, 163, 156]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo Evolution III 1 PT Tannah e Branco,https://static.mobly.com.br/p/BATROL-ArmC3A1rio-AC3A9reo-Evolution-III-1-PT-Tannah-e-Branco-3479-023016-1-cart.jpg,"[[191, 187, 183], [140, 134, 130], [254, 254, 254], [226, 226, 225], [106, 94, 83]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo Evidence 1 PT Branco 40 cm,https://static.mobly.com.br/p/Poliman-ArmC3A1rio-AC3A9reo-Evidence-1-PT-Branco-40-cm-5524-1479401-1-cart.jpg,"[[253, 253, 253], [150, 151, 148], [225, 225, 222], [116, 116, 113], [194, 195, 192]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo com Espelho Chardonnay 3 PT Castanho e Branco,https://static.mobly.com.br/p/Ronipa-ArmC3A1rio-AC3A9reo-com-Espelho-Chardonnay-3-PT-Castanho-e-Branco-1799-566637-1-cart.jpg,"[[163, 141, 111], [242, 239, 235], [220, 209, 190], [254, 254, 253], [198, 182, 154]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
BalcÃ£o de Cozinha com Tampo Top Class 2 PT Branco,https://static.mobly.com.br/p/BATROL-BalcC3A3o-de-Cozinha-com-Tampo-Top-Class-2-PT-Branco-0728-6275601-1-cart.jpg,"[[233, 233, 233], [44, 44, 44], [253, 253, 253], [123, 123, 123], [191, 191, 191]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio de Cozinha Completa 270cm Rustic/Crema Agata Madesa 03,https://static.mobly.com.br/p/Madesa-ArmC3A1rio-de-Cozinha-Completa-270cm-Rustic2FCrema-Agata-Madesa-03-4689-0877311-1-cart.jpg,"[[91, 78, 65], [171, 158, 144], [44, 36, 28], [134, 119, 98], [200, 187, 174]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Cozinha completa
Fruteira Cris Branca Artefarmol,https://static.mobly.com.br/p/Modern-Fruteira-Cris-Branca-Artefarmol-8170-961004-1-cart.jpg,"[[225, 225, 221], [253, 253, 253], [82, 76, 50], [151, 142, 76], [183, 182, 175]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Paneleiro Iluminata para Forno 2 PT 1 GV Branco e Ãbano,https://static.mobly.com.br/p/GENIALFLEX-Paneleiro-Iluminata-para-Forno-2-PT-1-GV-Branco-e-C389bano-8180-3449401-1-cart.jpg,"[[254, 254, 254], [106, 76, 61], [231, 227, 224], [173, 159, 150], [47, 21, 10]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Paneleiro
BalcÃ£o de Cozinha Frow 2 PT FreijÃ³ e Off White,https://static.mobly.com.br/p/Kappesberg-BalcC3A3o-de-Cozinha-Frow-2-PT-FreijC3B3-e-Off-White-1692-549147-1-cart.jpg,"[[253, 254, 253], [130, 103, 72], [237, 234, 222], [162, 149, 132], [200, 193, 181]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Cozinha Completa Madesa Reims 310001 com ArmÃ¡rio e BalcÃ£o - Branco,https://static.mobly.com.br/p/Madesa-Cozinha-Completa-Madesa-Reims-310001-com-ArmC3A1rio-e-BalcC3A3o---Branco-8693-653867-1-cart.jpg,"[[166, 150, 128], [227, 222, 216], [70, 61, 48], [204, 190, 167], [124, 112, 95]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Cozinha completa
ArmÃ¡rio AÃ©reo Cook 2 PT Aveiro e Branco 70 cm,https://static.mobly.com.br/p/BE-MobiliC3A1rio-Inteligente-ArmC3A1rio-AC3A9reo-Cook-2-PT-Aveiro-e-Branco-70-cm-5152-818926-1-cart.jpg,"[[254, 254, 254], [180, 169, 158], [230, 229, 228], [164, 148, 133], [212, 208, 202]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo Maxxi 1 PT Branco 40 cm,https://static.mobly.com.br/p/Kappesberg-ArmC3A1rio-AC3A9reo-Maxxi-1-PT-Branco-40-cm-2214-017789-1-cart.jpg,"[[254, 254, 254], [229, 228, 229], [104, 102, 98], [209, 207, 208], [160, 159, 156]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Cozinha Compacta Malu 9 PT 2 GV Manchester e Grafite,https://static.mobly.com.br/p/Fellicci-Moveis-Cozinha-Compacta-Malu-9-PT-2-GV-Manchester-e-Grafite-9561-5462501-1-cart.jpg,"[[102, 102, 86], [67, 63, 56], [179, 172, 161], [131, 132, 114], [214, 209, 202]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Conjunto Cozinha
ArmÃ¡rio AÃ©reo Cook l 3 PT Aveiro e Madeira 120 cm,https://static.mobly.com.br/p/BE-MobiliC3A1rio-Inteligente-ArmC3A1rio-AC3A9reo-Cook-l-3-PT-Aveiro-e-Madeira-120-cm-5627-238926-1-cart.jpg,"[[172, 131, 101], [254, 254, 253], [220, 205, 193], [160, 120, 91], [175, 156, 140]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Conjunto Sala de Jantar Madesa Havana Mesa Tampo de Madeira com 4 Cadeiras - Preto/Rustic,https://static.mobly.com.br/p/Madesa-Conjunto-Sala-de-Jantar-Madesa-Havana-Mesa-Tampo-de-Madeira-com-4-Cadeiras---Preto2FRustic-6733-762938-1-cart.jpg,"[[158, 153, 150], [123, 115, 107], [30, 25, 21], [214, 212, 210], [80, 71, 65]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
BalcÃ£o de Cozinha com Tampo Top Class Tannat,https://static.mobly.com.br/p/BATROL-BalcC3A3o-de-Cozinha-com-Tampo-Top-Class-Tannat-5071-8090211-1-cart.jpg,"[[254, 254, 253], [82, 64, 48], [158, 154, 150], [33, 23, 14], [206, 202, 198]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Cozinha Compacta Atena 6 PT 1 GV Preto Onix ,https://static.mobly.com.br/p/Gralar-Cozinha-Compacta-Atena-6-PT-1-GV-Preto-OnixC2A0-9400-7896411-1-cart.jpg,"[[196, 162, 141], [31, 27, 27], [220, 211, 209], [164, 114, 90], [108, 78, 67]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Conjunto Cozinha
Tampo para BalcÃ£o de Cozinha Evidence Ãnix 80 cm,https://static.mobly.com.br/p/Poliman-Tampo-para-BalcC3A3o-de-Cozinha-Evidence-C394nix-80-cm-0716-409429-1-cart.jpg,"[[254, 254, 254], [28, 28, 32], [148, 148, 149], [84, 84, 86], [204, 204, 205]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Nicho para Micro-ondas Space Grafite,https://static.mobly.com.br/p/Poliman-Nicho-para-Micro-ondas-Space-Grafite-5420-4679401-1-cart.jpg,"[[254, 254, 254], [97, 96, 96], [175, 175, 173], [26, 26, 26], [152, 151, 149]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Balcao Para Pia 3 Portas 2 Gavetas 120CM 17023 Oak Grafite PLN,https://static.mobly.com.br/p/Poliman-Balcao-Para-Pia-3-Portas-2-Gavetas-120CM-17023-Oak-Grafite-PLN-0059-5221611-1-cart.jpg,"[[166, 163, 158], [72, 70, 68], [252, 252, 251], [117, 110, 102], [219, 218, 216]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
BalcÃ£o de Cozinha Multipla com Tampo 3 PT 2 GV Branco,https://static.mobly.com.br/p/Bertolini-BalcC3A3o-de-Cozinha-Multipla-com-Tampo-3-PT-2-GV-Branco-2214-871155-1-cart.jpg,"[[90, 90, 90], [232, 232, 232], [254, 254, 254], [128, 128, 128], [202, 202, 202]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'gray', 'Cor Desconhecida']",Outro
Balcao Com Tampo 120CM 17023x17508 Oak Grafite PLN,https://static.mobly.com.br/p/Poliman-Balcao-Com-Tampo-120CM-17023x17508-Oak-Grafite-PLN-0100-1321611-1-cart.jpg,"[[179, 175, 170], [122, 114, 102], [252, 252, 250], [73, 70, 68], [220, 219, 216]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio AÃ©reo Confort 1 PT Cinamomo e FumÃª 80 cm,https://static.mobly.com.br/p/BATROL-ArmC3A1rio-AC3A9reo-Confort-1-PT-Cinamomo-e-FumC3AA-80-cm-1444-0560701-1-cart.jpg,"[[140, 134, 128], [254, 254, 253], [54, 44, 28], [204, 195, 182], [125, 111, 95]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
ArmÃ¡rio de Cozinha Completa Madesa Reims 260001 com BalcÃ£o e Tampo - Preto/Rustic,https://static.mobly.com.br/p/Madesa-ArmC3A1rio-de-Cozinha-Completa-Madesa-Reims-260001-com-BalcC3A3o-e-Tampo---Preto2FRustic-2407-611339-1-cart.jpg,"[[118, 96, 80], [42, 31, 26], [206, 179, 151], [74, 58, 49], [163, 137, 114]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Cozinha completa
BalcÃ£o de Cozinha sem Tampo Souza 2 PT 3 GV Branco,https://static.mobly.com.br/p/EvidC3AAncia-BalcC3A3o-de-Cozinha-sem-Tampo-Souza-2-PT-3-GV-Branco-0790-306371-1-cart.jpg,"[[219, 219, 219], [253, 253, 252], [66, 66, 65], [177, 129, 101], [194, 194, 192]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Bancada gourmet ilha cozinha DitÃ¡lia 2 Prat. Cinza CD-1019,https://static.mobly.com.br/p/DitC3A1lia-Bancada-gourmet-ilha-cozinha-DitC3A1lia-2-Prat.-Cinza-CD-1019-6263-1463801-1-cart.jpg,"[[192, 191, 191], [254, 254, 253], [148, 146, 147], [226, 223, 222], [179, 170, 162]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
Cozinha Compacta Com Balcao 240CM 10027x17036 Oak Grafite PLN,https://static.mobly.com.br/p/Poliman-Cozinha-Compacta-Com-Balcao-240CM-10027x17036-Oak-Grafite-PLN-2308-3521611-1-cart.jpg,"[[252, 252, 251], [92, 90, 86], [139, 136, 130], [201, 200, 196], [59, 58, 56]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Conjunto Cozinha
Cozinha Compacta Com Balcao Para Pia 10027x17037 Oak Off White PLN,https://static.mobly.com.br/p/Poliman-Cozinha-Compacta-Com-Balcao-Para-Pia-10027x17037-Oak-Off-White-PLN-2427-9521611-1-cart.jpg,"[[101, 96, 89], [200, 197, 193], [251, 251, 250], [50, 48, 44], [149, 145, 138]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Conjunto Cozinha
ArmÃ¡rio de Cozinha Completa 325cm Rustic Emilly Madesa 02,https://static.mobly.com.br/p/Madesa-ArmC3A1rio-de-Cozinha-Completa-325cm-Rustic-Emilly-Madesa-02-0682-7990701-1-cart.jpg,"[[211, 207, 201], [126, 100, 75], [147, 134, 116], [63, 53, 43], [170, 162, 147]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Cozinha completa
ArmÃ¡rio de Cozinha Completa Madesa Emilly Dance com BalcÃ£o e AÃ©reo Vidro Reflex - Rustic/Preto,https://static.mobly.com.br/p/Madesa-ArmC3A1rio-de-Cozinha-Completa-Madesa-Emilly-Dance-com-BalcC3A3o-e-AC3A9reo-Vidro-Reflex---Rustic2FPreto-9836-311339-1-cart.jpg,"[[44, 39, 36], [186, 155, 127], [153, 116, 86], [216, 190, 164], [103, 74, 54]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Cozinha completa
BalcÃ£o de Cozinha Evidence 3 PT 2 GV Branco,https://static.mobly.com.br/p/Poliman-BalcC3A3o-de-Cozinha-Evidence-3-PT-2-GV-Branco-2339-898429-1-cart.jpg,"[[254, 254, 254], [232, 161, 135], [180, 180, 180], [236, 236, 235], [239, 111, 68]]","['Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida', 'Cor Desconhecida']",Outro
